seed,focal,startIndex,q,tau,T,predictionSquaredError,holdSquaredError,variance,covered,intervalCoversCircle,periodicJump,historyNIS,estimatedStartRate
138,1,6801,1e-05,1,60,0.0427104712703581,0.0419918591868901,0.000608959766410042,0,0,0,1.34896839900946,-0.000945609952495702
138,1,6801,1e-05,1,120,0.0734987657118703,0.072555128523739,0.00120895976641005,0,0,0,1.34896839900946,-0.000945609952495702
138,1,6801,1e-05,3,3,3.98928235804902e-05,0.000167939188539391,0.000134604910721182,1,0,0,0.729893673818495,-0.00260018752831982
138,1,6801,1e-05,3,10.2,0.00085720426268581,0.00148459526332742,0.000685630132937902,1,0,0,0.729893673818495,-0.00260018752831982
138,1,6801,1e-05,3,30,0.0109251163454872,0.0130041300525606,0.00245743220827159,0,0,0,0.729893673818495,-0.00260018752831982
138,1,6801,1e-05,3,60,0.0381836719018747,0.0419918591868901,0.00515741825082665,0,0,0,0.729893673818495,-0.00260018752831982
138,1,6801,1e-05,3,120,0.0675209138094095,0.072555128523739,0.0105574182501929,0,0,0,0.729893673818495,-0.00260018752831982
138,1,6801,1e-05,10,3,1.65446930099843e-07,0.000167939188539391,0.000259688155587509,1,0,0,0.672154111577867,-0.00388033921344399
138,1,6801,1e-05,10,10.2,0.00010838071441605,0.00148459526332742,0.00253992785567596,1,0,0,0.672154111577867,-0.00388033921344399
138,1,6801,1e-05,10,30,0.00545462199355112,0.0130041300525606,0.0175565191390109,1,0,0,0.672154111577867,-0.00388033921344399
138,1,6801,1e-05,10,60,0.0265374492695149,0.0419918591868901,0.0467683393140249,1,0,0,0.672154111577867,-0.00388033921344399
138,1,6801,1e-05,10,120,0.0516419641471947,0.072555128523739,0.106726707849379,1,0,0,0.672154111577867,-0.00388033921344399
138,1,6801,1e-05,30,3,1.04658386856961e-05,0.000167939188539391,0.000322248009596186,1,0,0,0.669796107964539,-0.00435381953456723
138,1,6801,1e-05,30,10.2,8.30110012086583e-06,0.00148459526332742,0.00424460385047675,1,0,0,0.669796107964539,-0.00435381953456723
138,1,6801,1e-05,30,30,0.000767671116312165,0.0130041300525606,0.0517801529725403,1,0,0,0.669796107964539,-0.00435381953456723
138,1,6801,1e-05,30,60,0.00778218965825959,0.0419918591868901,0.217286004055977,1,0,0,0.669796107964539,-0.00435381953456723
